,X1,X2,X3,X4,frequency
attempts points quarter blazers,attempts,points,quarter,blazers,2
attended labor day weekend,attended,labor,day,weekend,2
attentiongetting opportunity even negative,attentiongetting,opportunity,even,negative,3
attorney challenged use analysis,attorney,challenged,use,analysis,2
attorney delayed june time,attorney,delayed,june,time,2
attractive spontaneous guy dance,attractive,spontaneous,guy,dance,2
audience might think dont,audience,might,think,dont,2
auditor troy shramek one,auditor,troy,shramek,one,2
aug nearly people united,aug,nearly,people,united,2
august cannon receive new,august,cannon,receive,new,2
aura historic properties biltmore,aura,historic,properties,biltmore,2
austerity measures cut countrys,austerity,measures,cut,countrys,2
austin extra helped make,austin,extra,helped,make,2
authorities said mccauslin ordered,authorities,said,mccauslin,ordered,2
authorities suspect explained happened,authorities,suspect,explained,happened,2
available potential franchise players,available,potential,franchise,players,2
available wall plastered logical,available,wall,plastered,logical,2
available whats desired continues,available,whats,desired,continues,2
ave yearold institution hired,ave,yearold,institution,hired,2
avenue according essex county,avenue,according,essex,county,2
average annual wage latest,average,annual,wage,latest,2
average employees whats reported,average,employees,whats,reported,3
average sixweek period causes,average,sixweek,period,causes,2
average wage workers casino,average,wage,workers,casino,2
averaging making allstar games,averaging,making,allstar,games,2
averaging points averaging making,averaging,points,averaging,making,2
avocados carrots farro add,avocados,carrots,farro,add,2
avoid financial manager socalled,avoid,financial,manager,socalled,2
avs return stanley cup,avs,return,stanley,cup,2
award excellence teaching science,award,excellence,teaching,science,2
award first lady gospel,award,first,lady,gospel,2
awards recording career began,awards,recording,career,began,2
awards seven dove awards,awards,seven,dove,awards,2
away led companies put,away,led,companies,put,2
away pride making react,away,pride,making,react,2
away spotlight proceedings gone,away,spotlight,proceedings,gone,2
away striking another vehicle,away,striking,another,vehicle,2
awkward construction flat explanatory,awkward,construction,flat,explanatory,2
b ittner school buildings,b,ittner,school,buildings,2
baby girl covered blood,baby,girl,covered,blood,3
baby lying ground baby,baby,lying,ground,baby,3
back bit william wyler,back,bit,william,wyler,2
back board school silvery,back,board,school,silvery,2
back lot filming known,back,lot,filming,known,2
back ohio past week,back,ohio,past,week,2
back program grown louder,back,program,grown,louder,2
back since construction done,back,since,construction,done,2
back win snap dallas,back,win,snap,dallas,2
back xavier team proved,back,xavier,team,proved,2
backed dylan sensational controversial,backed,dylan,sensational,controversial,2
bacon brought star power,bacon,brought,star,power,2
bad boys deal� nordmeyer,bad,boys,deal�,nordmeyer,2
bad guy feeling guilty,bad,guy,feeling,guilty,3
bad idea” said “,bad,idea”,said,“,2
badge courage went leafblad,badge,courage,went,leafblad,2
baffling series injuries miami,baffling,series,injuries,miami,2
bailiffs use set exhibits,bailiffs,use,set,exhibits,2
balance three relievers rest,balance,three,relievers,rest,2
balanced literacy districts lead,balanced,literacy,districts,lead,2
ballot clevelands jackson said,ballot,clevelands,jackson,said,2
ballot lincoln county volmert,ballot,lincoln,county,volmert,2
ballots poll ballots general,ballots,poll,ballots,general,3
ballots upward arc november,ballots,upward,arc,november,3
ballots voters orange county,ballots,voters,orange,county,3
baltimore national regional bands,baltimore,national,regional,bands,2
bamboo ash cake sandwiched,bamboo,ash,cake,sandwiched,2
bamboo torte original tasty,bamboo,torte,original,tasty,2
ban smoking cars carrying,ban,smoking,cars,carrying,2
band backed dylan sensational,band,backed,dylan,sensational,2
band played irving berlins,band,played,irving,berlins,2
bands played city streets,bands,played,city,streets,2
bank hired people far,bank,hired,people,far,2
bank river cause death,bank,river,cause,death,2
bank said pace economic,bank,said,pace,economic,2
banking trading merrill lynch,banking,trading,merrill,lynch,2
banner farther anyone expected,banner,farther,anyone,expected,2
bar durant ave yearold,bar,durant,ave,yearold,2
bar reservations credit cards,bar,reservations,credit,cards,3
barbara langsam shuman community,barbara,langsam,shuman,community,2
bargaining overhaul stumping publicly,bargaining,overhaul,stumping,publicly,2
barking dogs weve found,barking,dogs,weve,found,2
barnabas harrumphing never fall,barnabas,harrumphing,never,fall,2
barnes noble various locations,barnes,noble,various,locations,2
barracks last week ran,barracks,last,week,ran,2
barrel asia investors looked,barrel,asia,investors,looked,2
barrett blazerscom outside shooting,barrett,blazerscom,outside,shooting,2
bars line clark street,bars,line,clark,street,2
bars surrounding busch stadium,bars,surrounding,busch,stadium,2
bars town just fun,bars,town,just,fun,2
base pineapple mousse topped,base,pineapple,mousse,topped,2
base salary new presidents,base,salary,new,presidents,2
baseball stars asked freese,baseball,stars,asked,freese,2
based claim lawyer failed,based,claim,lawyer,failed,2
based opposed traditional teaching,based,opposed,traditional,teaching,2
based renovation plans macron,based,renovation,plans,macron,2
basement tapes produced shall,basement,tapes,produced,shall,2
bases afghanistan repeated brigade,bases,afghanistan,repeated,brigade,2
basic needs families law,basic,needs,families,law,2
basin puccio teaching teenage,basin,puccio,teaching,teenage,2
basketball tennis jump rope,basketball,tennis,jump,rope,2
bat dan seddon score,bat,dan,seddon,score,2
batman ride six flags,batman,ride,six,flags,2
battle election day also,battle,election,day,also,2
bayless intermediate school bayless,bayless,intermediate,school,bayless,2
bayless school district won,bayless,school,district,won,2
beach daughter donna greenfield,beach,daughter,donna,greenfield,2
beach fifth store slated,beach,fifth,store,slated,2
beach freezes base salary,beach,freezes,base,salary,2
beach huntington beach fifth,beach,huntington,beach,fifth,2
beachline expressway southwest orlando,beachline,expressway,southwest,orlando,2
beams even insects may,beams,even,insects,may,2
beat teams closest thing,beat,teams,closest,thing,2
beating path toward pins,beating,path,toward,pins,2
beaux arts building clock,beaux,arts,building,clock,3
became benchmark promoting fernando,became,benchmark,promoting,fernando,2
became legal resident charged,became,legal,resident,charged,2
became one chicago radios,became,one,chicago,radios,2
beck cook deneen hazard,beck,cook,deneen,hazard,2
beck cook ludin locklear,beck,cook,ludin,locklear,2
becomes huge words desert,becomes,huge,words,desert,2
becoming larger campaigns bad,becoming,larger,campaigns,bad,2
bedroll stabbed total times,bedroll,stabbed,total,times,3
bedroom flanked upscale dwellstudio,bedroom,flanked,upscale,dwellstudio,2
beermicrobrew fan alewife high,beermicrobrew,fan,alewife,high,2
began another tour afghanistan,began,another,tour,afghanistan,2
began june talmage lord,began,june,talmage,lord,2
began using chemo drug,began,using,chemo,drug,2
behavior individuals especially disturbing,behavior,individuals,especially,disturbing,2
behind covered dense grove,behind,covered,dense,grove,2
belief faith kids magical”,belief,faith,kids,magical”,2
benching pounds times lions,benching,pounds,times,lions,2
benchmark promoting fernando alonso,benchmark,promoting,fernando,alonso,2
bending little less getting,bending,little,less,getting,2
benefit managers pbms express,benefit,managers,pbms,express,2
benefit ncaa rules figuring,benefit,ncaa,rules,figuring,2
benefits employers health plans,benefits,employers,health,plans,2
berglund said going ready,berglund,said,going,ready,2
berkeley watering hole kips,berkeley,watering,hole,kips,2
bernadette mcglade said “,bernadette,mcglade,said,“,2
beside picture son —,beside,picture,son,—,2
best blueberry picking cider,best,blueberry,picking,cider,2
best date went guy,best,date,went,guy,2
best ideas ones come,best,ideas,ones,come,2
better change lets just,better,change,lets,just,2
better synopsis everetts book,better,synopsis,everetts,book,2
betterment mary pillsbury wainwright,betterment,mary,pillsbury,wainwright,2
betting economic armageddon world,betting,economic,armageddon,world,2
betty ford alpine gardens,betty,ford,alpine,gardens,2
bexley ohio also members,bexley,ohio,also,members,2
beyond arc making six,beyond,arc,making,six,2
big bars surrounding busch,big,bars,surrounding,busch,2
big bodies tackles martin,big,bodies,tackles,martin,2
big challenge berglund said,big,challenge,berglund,said,2
big changes also works,big,changes,also,works,2
big draw outdoor summer,big,draw,outdoor,summer,2
big free agent acquisition,big,free,agent,acquisition,2
big school life like,big,school,life,like,2
big stage” aliotti said,big,stage”,aliotti,said,2
bigger fight mcgrath later,bigger,fight,mcgrath,later,2
biggest blow inning tworun,biggest,blow,inning,tworun,2
biggest perimeter threats putting,biggest,perimeter,threats,putting,2
biggest strongest central defender,biggest,strongest,central,defender,2
bike riding townhouse bistro,bike,riding,townhouse,bistro,2
bilecki says yearold experienced,bilecki,says,yearold,experienced,2
bill ban smoking cars,bill,ban,smoking,cars,2
bill lockyer arrived home,bill,lockyer,arrived,home,2
bill pull rggi house,bill,pull,rggi,house,2
bill said one laws,bill,said,one,laws,2
billion build expand nine,billion,build,expand,nine,2
billion end company�s pension,billion,end,company�s,pension,2
billion lumpsum payouts made,billion,lumpsum,payouts,made,2
