,X1,X2,X3,word,frequency
to_see_what2,to,see,what,to_see_what,8
to_see_if2,to,see,if,to_see_if,7
to_see_a2,to,see,a,to_see_a,5
to_see_him,to,see,him,to_see_him,5
to_seeing_you,to,seeing,you,to_seeing_you,76
to_share_with,to,share,with,to_share_with,70
to_start_the,to,start,the,to_start_the,6
to_stay_in,to,stay,in,to_stay_in,5
to_stop_the,to,stop,the,to_stop_the,7
to_take_a,to,take,a,to_take_a,191
to_take_a1,to,take,a,to_take_a,115
to_take_the,to,take,the,to_take_the,112
to_take_the1,to,take,the,to_take_the,8
to_take_over,to,take,over,to_take_over,6
to_talk_to1,to,talk,to,to_talk_to,156
to_talk_about,to,talk,about,to_talk_about,129
to_talk_about1,to,talk,about,to_talk_about,93
to_talk_to,to,talk,to,to_talk_to,88
to_talk_about2,to,talk,about,to_talk_about,6
to_talk_to2,to,talk,to,to_talk_to,5
to_tell_you,to,tell,you,to_tell_you,93
to_tell_you1,to,tell,you,to_tell_you,85
to_tell_me,to,tell,me,to_tell_me,70
to_the_point,to,the,point,to_the_point,120
to_the_next,to,the,next,to_the_next,91
to_the_gym,to,the,gym,to_the_gym,72
to_the_next1,to,the,next,to_the_next,58
to_the_left,to,the,left,to_the_left,8
to_the_next2,to,the,next,to_the_next,7
to_the_u.s,to,the,u.s,to_the_u.s,7
to_the_board,to,the,board,to_the_board,6
to_the_new,to,the,new,to_the_new,6
to_the_top,to,the,top,to_the_top,5
to_the_community,to,the,community,to_the_community,5
to_the_school,to,the,school,to_the_school,5
to_think_about,to,think,about,to_think_about,120
to_think_of,to,think,of,to_think_of,79
to_think_that,to,think,that,to_think_that,77
to_think_about1,to,think,about,to_think_about,62
to_think_about2,to,think,about,to_think_about,5
to_this_report,to,this,report,to_this_report,5
to_those_who,to,those,who,to_those_who,57
to_try_to,to,try,to,to_try_to,116
to_try_and,to,try,and,to_try_and,95
to_try_to1,to,try,to,to_try_to,11
to_use_the,to,use,the,to_use_the,104
to_watch_the,to,watch,the,to_watch_the,101
to_win_a,to,win,a,to_win_a,67
to_work_on,to,work,on,to_work_on,92
to_work_with,to,work,with,to_work_with,84
to_work_on1,to,work,on,to_work_on,77
to_work_with1,to,work,with,to_work_with,76
to_work_with2,to,work,with,to_work_with,9
to_work_in,to,work,in,to_work_in,5
to_you_and,to,you,and,to_you_and,71
today_is_the,today,is,the,today_is_the,70
told_me_that,told,me,that,told_me_that,96
tonight_at_the,tonight,at,the,tonight_at_the,69
top_of_the,top,of,the,top_of_the,171
top_of_the1,top,of,the,top_of_the,7
tribute_to_the,tribute,to,the,tribute_to_the,6
try_to_get,try,to,get,try_to_get,5
trying_to_get1,trying,to,get,trying_to_get,174
trying_to_get,trying,to,get,trying_to_get,102
trying_to_figure,trying,to,figure,trying_to_figure,61
trying_to_get2,trying,to,get,trying_to_get,10
trying_to_make,trying,to,make,trying_to_make,7
two_of_the,two,of,the,two_of_the,6
two_or_three,two,or,three,two_or_three,8
two_years_ago,two,years,ago,two_years_ago,7
u_have_a,u,have,a,u_have_a,56
u.s_department_of,u.s,department,of,u.s_department_of,10
u.s_district_judge,u.s,district,judge,u.s_district_judge,5
united_states_and,united,states,and,united_states_and,9
up_and_down,up,and,down,up_and_down,80
up_and_down1,up,and,down,up_and_down,6
up_at_the,up,at,the,up_at_the,70
up_at_the1,up,at,the,up_at_the,5
up_for_the,up,for,the,up_for_the,80
up_for_the1,up,for,the,up_for_the,6
up_for_sale,up,for,sale,up_for_sale,5
up_in_the,up,in,the,up_in_the,190
up_in_the1,up,in,the,up_in_the,106
up_in_a,up,in,a,up_in_a,80
up_in_the2,up,in,the,up_in_the,8
up_on_the,up,on,the,up_on_the,119
up_on_the1,up,on,the,up_on_the,78
up_the_good,up,the,good,up_the_good,55
up_to_the,up,to,the,up_to_the,196
up_to_the1,up,to,the,up_to_the,9
up_with_a,up,with,a,up_with_a,126
up_with_the,up,with,the,up_with_the,114
up_with_the1,up,with,the,up_with_the,76
up_with_a1,up,with,a,up_with_a,70
us_know_if,us,know,if,us_know_if,61
used_to_be1,used,to,be,used_to_be,101
used_to_be,used,to,be,used_to_be,96
used_to_be2,used,to,be,used_to_be,5
version_of_the,version,of,the,version_of_the,7
vice_president_of,vice,president,of,vice_president_of,13
victory_over_the,victory,over,the,victory_over_the,5
wait_for_the,wait,for,the,wait_for_the,120
wait_to_see,wait,to,see,wait_to_see,351
wait_to_hear,wait,to,hear,wait_to_hear,79
wait_to_get,wait,to,get,wait_to_get,65
waiting_for_the,waiting,for,the,waiting_for_the,56
wanna_go_to,wanna,go,to,wanna_go_to,66
want_me_to,want,me,to,want_me_to,61
want_to_be,want,to,be,want_to_be,249
want_to_be1,want,to,be,want_to_be,228
want_to_see1,want,to,see,want_to_see,167
want_to_go1,want,to,go,want_to_go,167
want_to_do,want,to,do,want_to_do,123
want_to_do1,want,to,do,want_to_do,98
want_to_go,want,to,go,want_to_go,94
want_to_know1,want,to,know,want_to_know,84
want_to_see,want,to,see,want_to_see,80
want_to_get,want,to,get,want_to_get,78
want_to_get1,want,to,get,want_to_get,78
want_to_know,want,to,know,want_to_know,76
want_to_be2,want,to,be,want_to_be,16
want_to_go2,want,to,go,want_to_go,10
want_to_do2,want,to,do,want_to_do,9
want_you_to,want,you,to,want_you_to,72
wanted_to_be,wanted,to,be,wanted_to_be,85
wanted_to_do,wanted,to,do,wanted_to_do,70
wanted_to_get,wanted,to,get,wanted_to_get,5
was_a_little,was,a,little,was_a_little,111
was_a_bit,was,a,bit,was_a_bit,97
was_a_great,was,a,great,was_a_great,91
was_a_good,was,a,good,was_a_good,69
was_a_good1,was,a,good,was_a_good,64
was_a_little1,was,a,little,was_a_little,5
was_able_to,was,able,to,was_able_to,206
was_charged_with,was,charged,with,was_charged_with,5
was_going_to,was,going,to,was_going_to,315
was_going_to1,was,going,to,was_going_to,132
was_going_to2,was,going,to,was_going_to,13
was_in_the,was,in,the,was_in_the,146
was_in_the1,was,in,the,was_in_the,7
was_not_a,was,not,a,was_not_a,73
was_on_the,was,on,the,was_on_the,71
was_on_the1,was,on,the,was_on_the,6
was_one_of,was,one,of,was_one_of,190
was_one_of1,was,one,of,was_one_of,18
was_supposed_to,was,supposed,to,was_supposed_to,71
was_supposed_to1,was,supposed,to,was_supposed_to,7
was_the_first,was,the,first,was_the_first,119
was_the_first1,was,the,first,was_the_first,15
was_trying_to,was,trying,to,was_trying_to,96
was_trying_to1,was,trying,to,was_trying_to,8
way_to_go,way,to,go,way_to_go,89
way_to_the,way,to,the,way_to_the,75
way_to_get,way,to,get,way_to_get,59
way_to_the1,way,to,the,way_to_the,5
we_all_know,we,all,know,we_all_know,80
we_are_not,we,are,not,we_are_not,95
we_are_all,we,are,all,we_are_all,80
we_are_going,we,are,going,we_are_going,58
we_can_do,we,can,do,we_can_do,67
we_can_get,we,can,get,we_can_get,59
we_decided_to,we,decided,to,we_decided_to,91
we_do_not,we,do,not,we_do_not,71
we_had_a,we,had,a,we_had_a,172
we_had_to,we,had,to,we_had_to,110
we_had_a1,we,had,a,we_had_a,99
we_had_a2,we,had,a,we_had_a,5
we_have_a1,we,have,a,we_have_a,194
we_have_a,we,have,a,we_have_a,171
we_have_to1,we,have,to,we_have_to,132
we_have_to,we,have,to,we_have_to,127
we_have_been,we,have,been,we_have_been,105
we_have_the,we,have,the,we_have_the,71
we_have_to2,we,have,to,we_have_to,23
we_have_a2,we,have,a,we_have_a,14
we_look_forward,we,look,forward,we_look_forward,57
we_love_you,we,love,you,we_love_you,85
we_need_to1,we,need,to,we_need_to,223
we_need_to,we,need,to,we_need_to,182
we_need_to2,we,need,to,we_need_to,14
we_talk_about,we,talk,about,we_talk_about,6
we_want_to,we,want,to,we_want_to,94
we_want_to1,we,want,to,we_want_to,79
we_want_to2,we,want,to,we_want_to,9
we_went_to,we,went,to,we_went_to,116
we_will_be1,we,will,be,we_will_be,153
we_will_be,we,will,be,we_will_be,96
we'd_love_to,we'd,love,to,we'd_love_to,74
welcome_to_the,welcome,to,the,welcome_to_the,130
well_as_the,well,as,the,well_as_the,119
well_as_the1,well,as,the,well_as_the,13
well_as_a,well,as,a,well_as_a,6
went_on_to,went,on,to,went_on_to,72
went_on_to1,went,on,to,went_on_to,8
went_to_the,went,to,the,went_to_the,130
went_to_the1,went,to,the,went_to_the,62
went_to_the2,went,to,the,went_to_the,9
we're_going_to,we're,going,to,we're_going_to,59
we're_going_to1,we're,going,to,we're_going_to,12
what_a_great,what,a,great,what_a_great,116
what_are_you1,what,are,you,what_are_you,224
what_are_your,what,are,your,what_are_your,91
what_are_you,what,are,you,what_are_you,74
what_did_you,what,did,you,what_did_you,91
what_do_you1,what,do,you,what_do_you,319
what_do_you,what,do,you,what_do_you,159
what_happened_to,what,happened,to,what_happened_to,73
what_i_was,what,i,was,what_i_was,78
what_i_want,what,i,want,what_i_want,71
what_i_have,what,i,have,what_i_have,71
what_is_your,what,is,your,what_is_your,103
what_is_the,what,is,the,what_is_the,100
what_is_the1,what,is,the,what_is_the,97
what_it_is,what,it,is,what_it_is,101
what_kind_of1,what,kind,of,what_kind_of,105
what_kind_of,what,kind,of,what_kind_of,92
what_the_hell,what,the,hell,what_the_hell,81
what_the_fuck,what,the,fuck,what_the_fuck,77
what_to_do1,what,to,do,what_to_do,149
what_to_do,what,to,do,what_to_do,128
what_would_you,what,would,you,what_would_you,66
what_you_think,what,you,think,what_you_think,109
what_you_want,what,you,want,what_you_want,82
what_you_do,what,you,do,what_you_do,82
what_you_are,what,you,are,what_you_are,59
what's_going_on,what's,going,on,what's_going_on,75
what's_your_favorite,what's,your,favorite,what's_your_favorite,86
when_are_you,when,are,you,when_are_you,117
when_asked_if,when,asked,if,when_asked_if,5
when_he_was,when,he,was,when_he_was,93
when_he_was1,when,he,was,when_he_was,18
when_i_was,when,i,was,when_i_was,357
when_i_was1,when,i,was,when_i_was,146
when_i_get,when,i,get,when_i_get,137
when_i_saw,when,i,saw,when_i_saw,90
when_i_first,when,i,first,when_i_first,73
when_i_am,when,i,am,when_i_am,72
when_i_got,when,i,got,when_i_got,71
when_i_was2,when,i,was,when_i_was,6
when_it_comes,when,it,comes,when_it_comes,218
when_it_comes1,when,it,comes,when_it_comes,88
when_it_was,when,it,was,when_it_was,75
when_it_comes2,when,it,comes,when_it_comes,9
when_she_was,when,she,was,when_she_was,6
when_we_were,when,we,were,when_we_were,69
when_you_are,when,you,are,when_you_are,107
when_you_get,when,you,get,when_you_get,90
when_you_have,when,you,have,when_you_have,80
when_you_are1,when,you,are,when_you_are,64
when_you_look,when,you,look,when_you_look,5
where_are_you,where,are,you,where_are_you,146
where_he_was,where,he,was,where_he_was,5
whether_or_not,whether,or,not,whether_or_not,82
which_is_a,which,is,a,which_is_a,105
while_i_was,while,i,was,while_i_was,99
who_came_out,who,came,out,who_came_out,68
who_had_been,who,had,been,who_had_been,6
who_has_been,who,has,been,who_has_been,10
who_have_been,who,have,been,who_have_been,8
who_lives_in,who,lives,in,who_lives_in,5
who_wants_to,who,wants,to,who_wants_to,126
who_was_the,who,was,the,who_was_the,5
who_you_are,who,you,are,who_you_are,78
why_am_i,why,am,i,why_am_i,97
why_are_you,why,are,you,why_are_you,96
why_do_i,why,do,i,why_do_i,78
why_do_you,why,do,you,why_do_you,77
why_is_it,why,is,it,why_is_it,76
will_also_be,will,also,be,will_also_be,5
will_always_be,will,always,be,will_always_be,73
will_be_a,will,be,a,will_be_a,184
will_be_a1,will,be,a,will_be_a,143
will_be_the1,will,be,the,will_be_the,108
will_be_in,will,be,in,will_be_in,99
will_be_at,will,be,at,will_be_at,93
will_be_the,will,be,the,will_be_the,92
will_be_there,will,be,there,will_be_there,85
will_be_on,will,be,on,will_be_on,71
will_be_a2,will,be,a,will_be_a,16
will_be_the2,will,be,the,will_be_the,10
will_be_on1,will,be,on,will_be_on,8
will_be_held,will,be,held,will_be_held,7
will_be_able,will,be,able,will_be_able,7
will_be_available,will,be,available,will_be_available,6
will_continue_to,will,continue,to,will_continue_to,70
will_have_to,will,have,to,will_have_to,126
will_have_to1,will,have,to,will_have_to,90
will_have_to2,will,have,to,will_have_to,6
will_not_be,will,not,be,will_not_be,129
will_result_in,will,result,in,will_result_in,5
will_take_place,will,take,place,will_take_place,6
will_you_be,will,you,be,will_you_be,128
wish_i_could,wish,i,could,wish_i_could,237
wish_i_was,wish,i,was,wish_i_was,155
wish_i_had,wish,i,had,wish_i_had,124
with_a_few,with,a,few,with_a_few,70
with_a_different,with,a,different,with_a_different,6
with_all_the,with,all,the,with_all_the,124
with_all_of,with,all,of,with_all_of,76
with_all_the1,with,all,the,with_all_the,70
with_more_than,with,more,than,with_more_than,6
with_the_idea,with,the,idea,with_the_idea,5
working_as_a,working,as,a,working_as_a,5
working_on_a,working,on,a,working_on_a,71
working_on_a1,working,on,a,working_on_a,5
world_war_ii,world,war,ii,world_war_ii,8
would_be_a,would,be,a,would_be_a,186
would_be_a1,would,be,a,would_be_a,112
would_be_the,would,be,the,would_be_the,89
would_be_the1,would,be,the,would_be_the,60
would_be_a2,would,be,a,would_be_a,20
would_be_the2,would,be,the,would_be_the,6
would_be_able,would,be,able,would_be_able,6
would_have_been,would,have,been,would_have_been,178
would_have_to,would,have,to,would_have_to,90
would_have_been1,would,have,been,would_have_been,69
would_have_to1,would,have,to,would_have_to,13
would_have_been2,would,have,been,would_have_been,9
would_it_be,would,it,be,would_it_be,67
would_like_to,would,like,to,would_like_to,243
would_like_to1,would,like,to,would_like_to,208
would_like_to2,would,like,to,would_like_to,6
would_love_to1,would,love,to,would_love_to,356
would_love_to,would,love,to,would_love_to,87
would_not_be,would,not,be,would_not_be,80
would_not_be1,would,not,be,would_not_be,6
would_you_like,would,you,like,would_you_like,65
years_after_the,years,after,the,years_after_the,7
years_ago_i,years,ago,i,years_ago_i,87
years_in_prison,years,in,prison,years_in_prison,5
you_and_your,you,and,your,you_and_your,109
you_and_i,you,and,i,you_and_i,58
you_are_a1,you,are,a,you_are_a,136
you_are_so,you,are,so,you_are_so,106
you_are_the,you,are,the,you_are_the,106
you_are_a,you,are,a,you_are_a,95
you_are_not,you,are,not,you_are_not,83
you_are_not1,you,are,not,you_are_not,83
you_are_in,you,are,in,you_are_in,56
you_at_the,you,at,the,you_at_the,86
you_can_see,you,can,see,you_can_see,269
you_can_do1,you,can,do,you_can_do,115
you_can_find,you,can,find,you_can_find,107
you_can_get,you,can,get,you_can_get,98
you_can_do,you,can,do,you_can_do,89
you_can_get1,you,can,get,you_can_get,87
you_can_also,you,can,also,you_can_also,79
you_can_also1,you,can,also,you_can_also,6
you_can_get2,you,can,get,you_can_get,5
you_can_see1,you,can,see,you_can_see,5
you_do_not,you,do,not,you_do_not,72
you_donâ_t,you,donâ,t,you_donâ_t,5
you_don't_have,you,don't,have,you_don't_have,150
you_don't_have1,you,don't,have,you_don't_have,111
you_don't_know,you,don't,know,you_don't_know,91
you_don't_want,you,don't,want,you_don't_want,72
you_don't_have2,you,don't,have,you_don't_have,6
you_follow_me,you,follow,me,you_follow_me,110
you_for_the,you,for,the,you_for_the,360
you_for_your,you,for,your,you_for_your,89
you_for_following,you,for,following,you_for_following,69
you_get_a,you,get,a,you_get_a,81
you_get_to,you,get,to,you_get_to,57
you_go_to,you,go,to,you_go_to,60
you_going_to,you,going,to,you_going_to,137
you_got_it,you,got,it,you_got_it,56
you_guys_are,you,guys,are,you_guys_are,138
you_had_a,you,had,a,you_had_a,129
you_have_a1,you,have,a,you_have_a,456
you_have_to1,you,have,to,you_have_to,342
you_have_to,you,have,to,you_have_to,306
you_have_a,you,have,a,you_have_a,202
you_have_any,you,have,any,you_have_any,87
you_have_an,you,have,an,you_have_an,73
you_have_been,you,have,been,you_have_been,72
you_have_no,you,have,no,you_have_no,67
you_have_to2,you,have,to,you_have_to,15
you_in_the,you,in,the,you_in_the,127
you_know_that1,you,know,that,you_know_that,153
you_know_what1,you,know,what,you_know_what,130
you_know_what,you,know,what,you_know_what,118
you_know_that,you,know,that,you_know_that,109
you_know_it,you,know,it,you_know_it,91
you_know_you,you,know,you,you_know_you,90
you_know_i,you,know,i,you_know_i,70
you_know_how,you,know,how,you_know_how,63
you_know_the,you,know,the,you_know_the,62
you_like_to,you,like,to,you_like_to,63
you_like_it,you,like,it,you_like_it,62
you_need_to1,you,need,to,you_need_to,260
you_need_to,you,need,to,you_need_to,248
you_need_a,you,need,a,you_need_a,84
you_need_to2,you,need,to,you_need_to,7
you_on_the,you,on,the,you_on_the,83
you_please_follow,you,please,follow,you_please_follow,65
you_should_be,you,should,be,you_should_be,69
you_so_much,you,so,much,you_so_much,338
you_thank_you,you,thank,you,you_thank_you,60
you_think_of,you,think,of,you_think_of,77
you_think_you,you,think,you,you_think_you,75
you_want_to,you,want,to,you_want_to,454
you_want_to1,you,want,to,you_want_to,354
you_want_to2,you,want,to,you_want_to,12
you_will_be1,you,will,be,you_will_be,123
you_will_be,you,will,be,you_will_be,106
you_would_like,you,would,like,you_would_like,75
you're_going_to,you're,going,to,you're_going_to,77
you're_going_to1,you're,going,to,you're_going_to,7
you're_not_going,you're,not,going,you're_not_going,5
you've_got_to,you've,got,to,you've_got_to,7
